Denizler ve okyanuslar yeryüzünün yüzde kaçýný meydana getirir|yeryüzünün yüzde kaçýný||NUMERIC|PERCENTAGE|71%
Deniz ekosisteminin ortalama derinliði ne kadardýr|ortalama derinliði ne kadardýr||NUMERIC|SIZE.DEPTH|3700
Suyun litosfer, hidrosfer ve atmosfer arasýndaki hareketi ne olarak adlandýrýlýr|ne adlandýrýlýr||DESCRIPTION|DEFINITION|Su döngüsü
Ekosfer kaç büyük ekosistemden oluþur|kaç büyük ekosistemden||NUMERIC|COUNT|3
Tundra bölgelerinde en yüksek hava sýcaklýðý kaç dereceye ulaþýr|kaç dereceye||NUMERIC|DEGREE|10 C
Manþ tüneli denizin kaç metre altýnda inþa edilmiþtir|kaç metre||NUMERIC|SIZE.DEPTH|91 metre
1907 yýlýnda Çin'de meydana gelen kuraklýk sonucu kaç kiþi açlýktan etkilenmiþtir|kaç kiþi||NUMERIC|SIZE.POPULATION|24 Milyon
Hindistan’da 1.5 milyon kiþinin ölümüyle sonuçlanan kuraklýk hangi yýllar arasýnda olmuþtur|hangi yýllar arasýnda||TEMPORAL|PERIOD|1965 1967
IV. Jeolojik zamanýn baþlarýnda Dünya genelinde buzul alanlarý kaçýncý enleme kadar gelmiþtir|kaçýncý enleme||NUMERIC|LATITUDE|500
Barut, pusula, mürekkep, kaðýt ve matbaayý icat ederek Dünya medeniyetine önemli katkýda bulunan uygarlýk hangisidir|uygarlýk||HUMAN|NATION|Çin
Daðýtým neyin tüketiciye ulaþtýrýlmasýdýr|neyin ulaþtýrýlmasýdýr||DESCRIPTION|DEFINITION|Mal ve Hizmetlerin
Tüketim neyin kullanýlmasýdýr|neyin kullanýlmasýdýr||DESCRIPTION|DEFINITION|Mal ve Hizmetlerin
Yer yuvarlaðýndaki iç içe kürelere ne ad verilir|kürelere ad||ENTITY|SPHERE|Geosfer
Yer kabuðunun karalardaki ortalama kalýnlýðý ne kadardýr|ortalama kalýnlýðý ne kadardýr||NUMERIC|SIZE.DEPTH|35 Km/40 Km
Yer kabuðunun okyanuslardaki ortalama kalýnlýðý ne kadardýr|ortalama kalýnlýðý ne kadardýr||NUMERIC|SIZE.DEPTH|8 Km/12 Km
Granitik kabuðun yoðunluðu ne kadardýr|yoðunluðu ne kadardýr||NUMERIC|SIZE.DENSITY|2.7 g cm3
Çekirdek tabakanýn diðer bir adý nedir|Çekirdek tabakanýn adý||ENTITY|SPHERE|Barisfer
Granit, siyenit, diyorit ve gabro ne tip kayaçlardýr|ne tip kayaçlardýr||ENTITY|ENTITY|Ýç püskürük
Levha tektoniði teorisi kimin teorisinin geliþtirilmiþ halidir|kimin teorisinin||HUMAN|INDIVIDUAL|Alfred Wegener
Yeryüzündeki deprem bölgelerinin daðýlýþý neyle paralellik gösterir|daðýlýþý neyle paralellik gösterir||DESCRIPTION|DESCRIPTION|Fay hatlarýnýn daðýlýþý
Dað oluþumu hareketleri kaç þekilde gerçekleþir|kaç þekilde||NUMERIC|COUNT|2
Transgresyon ve regresyon hangi hareketler dahilinde incelenir|hangi hareketler||ENTITY|OTHERS|Epirojenik hareketler
Transgresyon kýsaca nedir|Transgresyon||DESCRIPTION|DEFINITION|Deniz ilerlemesi
Regresyon kýsaca nedir|Regresyon||DESCRIPTION|DEFINITION|Deniz gerilemesi
Dayk, batolit ve sill gibi þekiller magmanýn nerede katýlaþarak oluþturduðu þekillerdir|nerede katýlaþarak oluþturduðu þekillerdir||LOCATION|LOCATION|Yer kabuðunun iç kýsýmlarýnda
Volkanlardan çýkan volkan tüfü, lapilli ve volkan bombasý isimlerini neye göre alýrlar|neye göre||DESCRIPTION|MANNER|Boyutlarýna göre
Rihter ölçeði ne amaçla kullanýlýr|ne amaçla||DESCRIPTION|REASON|Deprem þiddetini ölçmek
Hiposantr depremin nerede oluþturduðu kýsýmdýr|nerede oluþturduðu kýsýmdýr||LOCATION|LOCATION|Yerin içinde
Levha hareketleri sonucunda ortaya çýkan gerilimler neyin kýrýlmasýna neden olur|neyin kýrýlmasýna||ENTITY|ENTITY|Sert tabakalarýn
Kaç çeþit deprem dalgasý vardýr|Kaç çeþit||NUMERIC|COUNT|3
Boyuna dalgalarýn yer kabuðundaki hýzlarý ne kadardýr|hýzlarý ne kadardýr||NUMERIC|SPEED|6 km s/7 km s
P dalgalarýnýn manto ile çekirdek arasýndaki hýzlarý ne kadardýr|hýzlarý ne kadardýr||NUMERIC|SPEED|13 km s
En fazla hasara neden olan dalgalar hangileridir|dalgalar||ENTITY|OTHERS|L dalgalarý
S dalgalarý deprem esnasýnda hangi dalgalardan sonra gelirler|hangi dalgalardan||ENTITY|OTHERS|P dalgalarýndan
Sismoloji neyle ilgili araþtýrmalarý yapar|neyle ilgili||ENTITY|ENTITY|Deprem
Yeryüzündeki depremlerin yüzde kaçý Akdeniz-Himalaya kuþaðýnda meydana gelir|depremlerin yüzde kaçý||NUMERIC|PERCENTAGE|21%
Dünyada en az deprem olma olasýlýðý olan bölgeler nereleridir|bölgeler||LOCATION|REGION|Doðu Avrupa Avustralya Ýskandinav yarým adasý
Normal fay, ters fay dýþýndaki fay çeþidi hangisidir|fay çeþidi||DESCRIPTION|DEFINITION|Doðrultu atýmlý fay
Suyun atmosfer ile yeryüzü arasýndaki dönüþüm hareketine ne ad verilir|dönüþüm hareketine ad||DESCRIPTION|DEFINITION|Su döngüsü
Yeryüzündeki sularýn yüzde kaçý tatlý sulardan oluþur|sularýn yüzde kaçý||NUMERIC|PERCENTAGE|3%
Denizler ve okyanuslar yeryüzünde ne kadar alan kaplamaktadýr|ne kadar alan||NUMERIC|SIZE.AREA|361 milyon km2/361000000 km2/361.000.000 km2
Dünyadaki okyanus sayýsý kaçtýr|okyanus sayýsý kaçtýr||NUMERIC|COUNT|3
Göl ayaðýnýn diðer bir adý nedir|Göl ayaðýnýn adý||ENTITY|OTHERS|Gideðen
Dünyada tektonik göllerin en yoðun olduðu bölge neresidir|bölge neresidir||LOCATION|REGION|Doðu Afrika
Debi ne cinsinden ifade edilir|ne cinsinden||NUMERIC|UNIT|m3/sn
Kayaçlarýn ayrýþmasý kaç þekilde gerçekleþir|kaç þekilde||NUMERIC|COUNT|2
Topraklar oluþum yerlerine göre kaç gruba ayrýlýr|kaç gruba||NUMERIC|COUNT|3
Tundra topraklar hangi bölgelerde görülür|hangi bölgelerde||LOCATION|REGION|Kutuplara yakýn
Orta kuþaðýn nemli ormanlarýnda yýllýk yaðýþ miktarý ne kadardýr|yaðýþ miktarý ne kadardýr||NUMERIC|SIZE.VOLUME|1000 mm
Akdeniz bölgesinin doðal bitki örtüsü nedir|doðal bitki örtüsü||ENTITY|OTHERS|Maki
Ýçinde yer altý suyunun bulunduðu tabakaya ne ad verilir|tabakaya ad||ENTITY|OTHERS|Akifer
Nüfusu 10000'in altýnda olan yerleþkelere ne ad verilir|yerleþkelere ad||DESCRIPTION|DEFINITION|Kýrsal Yerleþke
Kýrsal yerleþmeler kaça ayrýlýr|Kýrsal yerleþmeler kaça ayrýlýr||NUMERIC|COUNT|2
Mezralar daha çok hangi bölgemizde görülür|hangi bölgemizde||LOCATION|REGION.LOCAL|Doðu Anadolu Bölgesi
Ülkemizin yüzde kaçý þehirlerde yaþamaktadýr|Ülkemizin yüzde kaçý||NUMERIC|PERCENTAGE|%76.3
Türkiye'de þehirler fonksiyonlarýna göre kaça ayrýlýrlar|þehirler kaça ayrýlýrlar||NUMERIC|COUNT|6
Nüfus hangi üç yaþ grubunda incelenir|hangi üç yaþ grubunda||HUMAN|GROUP|Genç olgun yaþlý
Bir ülkede genç nüfus hangi yaþ grubu olarak deðerlendirilir|hangi yaþ grubu||NUMERIC|RANGE|0-14 yaþ
Türkiye'de nüfusun çoðunlukta olduðu yaþ grubu hangisidir|yaþ grubu||HUMAN|GROUP|Yetiþkin nüfus
Çalýþma çaðýndaki nüfusun taban alýndýðý yaþ nedir|yaþ||NUMERIC|COUNT|12
Türkiye'de ilk periyodik nüfus sayýmý ne zaman yapýlmýþtýr|ne zaman yapýlmýþtýr||TEMPORAL|DATE|1927
Türkiye'de ikinci nüfus sayýmý hangi tarihte yapýlmýþtýr|hangi tarihte||TEMPORAL|DATE|1935
2007 yýlýna kadar yapýlan nüfus sayýmlarýnda hangi yasak uygulanmýþtýr|hangi yasak||ENTITY|OTHERS|Sokaða çýkma yasaðý
TÜÝK neyin kýsaltmasýdýr|neyin kýsaltmasýdýr||ABBREVIATION|EXPRESSION|Türkiye Ýstatistik Kurumu
Türkiye Ýstatistik Kurumunun kýsa adý nedir|kýsa adý||ABBREVIATION|ABBREVIATION|TÜÝK
Cumhuriyetimizin ilk nüfus sayýmýna göre nüfus ne kadardý|ne kadardý||NUMERIC|SIZE.POPULATION|13.6 Milyon/13600000/13.600.000
Ýç göçler hangi iki ana baþlýkla ele alýnýr|hangi iki ana baþlýkta||ENTITY|OTHERS|Sürekli ve geçici
Ýç göçlerde hangi yaþ grubunun etkisi daha fazladýr|hangi yaþ grubunun||HUMAN|GROUP|15 44
Cumhuriyetin ilk yýllarýnda ülkenin kaçta kaçý kýrsal kesimlerde yaþamaktaydý|ülkenin kaçta kaçý||NUMERIC|PERCENTAGE|Dörtte üçü/75%
Ýnsan ve insana ait faaliyetleri inceleyen coðrafyanýn alt dalýnýn adý nedir|coðrafyanýn alt dalýnýn adý||DESCRIPTION|DEFINITION|Beþeri coðrafya
Yeryüzünün insan tarafýndan deðiþtirilmiþ ve deðiþtirilmekte olan görünümü, coðrafyanýn hangi alt dalý tarafýndan incelenmektedir|coðrafyanýn hangi alt dalý||ENTITY|OTHERS|Beþeri coðrafya
Ýnsanlara ait ulaþým, sanayi, turizm, nüfuslanma ve yerleþme gibi faaliyetleri coðrafyanýn hangi alt dalý konu edinir|coðrafyanýn hangi alt dalý||ENTITY|OTHERS|Beþeri coðrafya
Doða ile insan arasýndaki etkileþimi inceleyen bilim dalý hangisidir|bilim dalý||DESCRIPTION|DEFINITION|Coðrafya
Uluslar arasý örgütlerin kuruluþu, yapýsý ve faaliyetleri hangi coðrafya alt dalýnýn inceleme alanýna girmektedir|hangi coðrafya alt dalýnýn||ENTITY|OTHERS|Siyasi coðrafya
Ýnsanlarýn yaþamlarýný sürdürdükleri ve çeþitli ekonomik faaliyetlerde bulunduklarý bölgeye ne denir|bölgeye denir||DESCRIPTION|DEFINITION|Yerleþme
Ticaretin öneminin artmasýyla deniz kýyýsýna kurulan þehirlere ne denir|þehirlere denir||DESCRIPTION|DEFINITION|Liman þehirleri
Devletleþmeyle birlikte gelen merkezi þehirlere ne isim verilir|merkezi þehirlere isim||DESCRIPTION|DEFINITION|Ýdari kentler
Peygamberler ve din yayýcýlarýnýn yaþadýðý yerler etrafýnda kurulan þehirlere ne denir|þehirlere denir||DESCRIPTION|DEFINITION|Dini kentler
Taþ kömürü, demir, petrol ve altýn gibi kaynaklarýn etrafýna kurulan þehirlere ne isim verilir|þehirlere isim||DESCRIPTION|DEFINITION|Maden þehirleri
Sanayileþmenin artmasýyla, maden yataklarýnýn etrafýnda baþ gösteren þehirleþme çeþidi nedir|þehirleþme çeþidi||DESCRIPTION|DEFINITION|Sanayi þehirleri
Ýnsanlarýn yýlýn belirli vakitleri özellikle gidip gezdiði þehirlere ne ad verilir|þehirlere ad||DESCRIPTION|DEFINITION|Turizm kentleri
Son yüzyýlda, bilim ve teknolojinin geliþiminde baþý çeken þehirlere ne ad verilir|þehirlere ad||DESCRIPTION|DEFINITION|Teknoloji kentleri
Yerleþmeyi sýnýrlandýran en önemli faktör nedir|faktör||DESCRIPTION|REASON|Denizler
Dünyadaki yerleþmeler nerede son bulmaktadýr|nerede son bulmaktadýr||LOCATION|LOCATION|Deniz kýyýlarýnda
Kutup bölgelerinde yerleþmeyi sýnýrlandýran en önemli faktör nedir|faktör||DESCRIPTION|REASON|Buzul daðlarý
Yeryüzündeki yerleþmelerin genel olarak kurulduðu yerler nerelerdir|yerler nerelerdir||LOCATION|LOCATION|Ova ve düzlükler
Ulaþýmda sýnýrlayýcý etki yapan en önemli faktör nedir|faktör||DESCRIPTION|REASON|Daðlýk ve engebeli arazi
Yükseltiye baðlý olarak yerleþimin sona erdiði noktaya ne denir|noktaya||DESCRIPTION|DEFINITION|Yerleþmenin yükselti sýnýrý
Ekvatorda kentlerin yükseðe kurulmasýnýn sebebi nedir|kurulmasýnýn sebebi||DESCRIPTION|REASON|Sýcaklýðýn fazla olmasý
Ýnsanlarýn geçimini tarým ve hayvancýlýktan saðladýðý köylere ve köy altý yerleþmelerine ne denir|köylere ve köy altý yerleþmelerine denir||DESCRIPTION|DEFINITION|Kýrsal yerleþim
Beþeri ve ekonomik nedenlerle köylerden ayrýlan daha küçük yerleþim birimlerine ne denir|yerleþim birimlerine||DESCRIPTION|DEFINITION|Köy altý yerleþimi
Kýr yerleþmelerinin en büyüðüne ne denir|Kýr yerleþmelerinin denir||DESCRIPTION|DEFINITION|Köy
Köylerdeki nüfus miktarý genelde kaçtýr|nüfus miktarý kaçtýr||NUMERIC|SIZE.POPULATION|2000den az
Köy yerleþmelerinin toplu olmasýndaki en önemli faktör nedir|faktör||DESCRIPTION|REASON|Doðal faktörler
Çizgisel yerleþim dokusunun oluþmasýndaki en önemli faktör nedir|faktör||DESCRIPTION|REASON|Yüzey þekilleri
Yer þekillerinin az engebeli olduðu yerlerde görülen yerleþmeye ne ad verilir|yerleþmeye ad||DESCRIPTION|DEFINITION|Dairesel yerleþme
Ýnsanlarýn barýnma, korunma ve çalýþma gibi ihtiyaçlarýný karþýladýðý tüm yapýlara ne denir|tüm yapýlara denir||DESCRIPTION|DEFINITION|Mesken
Meskenlerin yapýmýnda kullanýlan malzemeler üzerinde en çok ne etkilidir|ne etkilidir||DESCRIPTION|EFFECT|Doðal çevre
Aðaç malzeme kullanýlarak ya da aðaçlarýn üst üste konulmasýyla yapýlan meskenlere ne denir|meskenlere denir||DESCRIPTION|DEFINITION|Ahþap meskenler
Toprak evlerin en yaygýn tipi nedir|Toprak evlerin tipi||DESCRIPTION|DEFINITION|Kerpiç
Orman örtüsünün bulunmadýðý yüksek yaylalarda ve daðlarda yaygýn olan mesken çeþidi nedir|mesken çeþidi||DESCRIPTION|DEFINITION|Taþ mesken
Tuðla, briket, çimento ve gaz beton gibi çeþitli yapý malzemelerinin kullanýldýðý yapýlara ne ad verilir|meskenlere ad||DESCRIPTION|DEFINITION|Betonarme yapýlar
Ekvator kesiminde, meskenlerin bambu ve kamýþtan yapýlmasýnýn en önemli sebebi nedir|sebebi||DESCRIPTION|REASON|Sýcaklýk
Kutuplara yakýn yerde kar ve buz kullanýlarak yapýlan meskenlere ne ad verilir|meskenlere ad||DESCRIPTION|DEFINITION|Ýglo
Yer þekilleri düz ve su kaynaklarý sýnýrlý olan bölgelerde görülen yerleþim çeþidi nedir|yerleþim çeþidi||DESCRIPTION|DEFINITION|Toplu yerleþim
Ýlk insanlar nereleri mesken olarak seçmiþlerdir|nereleri||LOCATION|LOCATION|Maðaralar
Ýlk yerleþim yerlerinin akarsu boylarýna kurulmasýnýn temel sebebi nedir|temel sebebi||DESCRIPTION|REASON|Tarým
Ýnsanlarýn yýlýn belli bir döneminde gezme, görme ve dinlenme amaçlarýna yönelik olarak yaptýklarý yer deðiþikliðine ne ad verilir|yer deðiþikliðine ad||DESCRIPTION|DEFINITION|Turizm
Ekvatoral bölgede Amazon ve Kongo havzasýnda yerleþimin az olmasýnýn sebebi nedir|sebebi||DESCRIPTION|REASON|Gür ormanlar
Bir toplumun tarihsel süreç içinde ürettiði ve kuþaktan kuþaða aktardýðý her türlü maddi ve manevi özellikler bütününe ne denir|maddi ve manevi özellikler bütününe denir||DESCRIPTION|DEFINITION|Kültür
Bir kültürün doðduðu yere ne denir|yere denir||DESCRIPTION|DEFINITION|Kültür ocaðý
Türk kültürünün ocaðý neresidir|ocaðý neresidir||DESCRIPTION|DEFINITION|Orta Asya
Türk kültürü hangi kültürlere komþudur|hangi kültürlere||HUMAN|NATION|Çin Tibet Hint
Sanayi tesislerinde kullanýlmak üzere iþlenmiþ ya da yarý iþlenmiþ maddelere ne ad verilir|maddelere ad||DESCRIPTION|DEFINITION|Ham madde
Dýþ ticaretin diðer adý nedir|ad||ENTITY|OTHERS|Küresel ticaret
Dünya'daki toplam istihdamýn ne kadarý turizm sektöründedir|toplam istihdamýn ne kadarý||NUMERIC|PERCENTAGE|%8/8%
2006 yýlýnda Dünyadaki toplam turist sayýsý ne kadar olarak hesaplanmýþtýr|ne kadar olarak||NUMERIC|SIZE.POPULATION|842 Milyon/842000000/842.000.000
Dünyanýn 7 harikasýndan günümüze kalan tek eser hangisidir|eser||DESCRIPTION|DEFINITION|Keops Piramidi
1972 yýlýndaki Dünya Doðal ve Kültürel Mirasý Koruma Konvansiyonu kaç maddeden oluþur|kaç maddeden||NUMERIC|COUNT|38
ABD Ulusal parký hangi birlik tarafýndan koruma altýna alýnmýþtýr|hangi birlik||ENTITY|OTHERS|UNESCO
UNESCO'nun açýlýmý nedir|açýlýmý||ABBREVIATION|EXPRESSION|Birleþmiþ Milletler Eðitim, Bilim ve Kültür Teþkilatý
UNESCO Türkiye'den kaç kültürel varlýðý Dünya Miras Listesine eklemiþtir|kaç kültürel varlýðý||NUMERIC|COUNT|10
Artemis Tapýnaðý nerede kurulmuþtur|nerede kurulmuþtur||LOCATION|LOCATION|Efes
Antik çaðýn en ünlü deniz feneri hangisidir|deniz feneri||DESCRIPTION|DEFINITION|Ýskenderiye Feneri
Keops Piramidi kaç adet taþ bloktan yapýlmýþtýr|kaç adet taþ bloktan||NUMERIC|COUNT|3 Milyon/3000000/3.000.000
Japonya'nýn yüz ölçümü ne kadardýr|yüz ölçümü ne kadardýr||NUMERIC|SIZE.AREA|377.815 km2
Japonya'nýn nüfusu ne kadardýr|nüfusu ne kadardýr||NUMERIC|SIZE.POPULATION|127463611/127.463.611
Japonya'nýn baþkenti neresidir|baþkenti neresidir||LOCATION|CAPITAL|Tokyo
Japonya'nýn dili nedir|dili||HUMAN|LANGUAGE|Japonca
Japonya'da kiþi baþýna düþen milli gelir ne kadardýr|milli gelir ne kadardýr||NUMERIC|MONEY|23.100 $/23100 $
Japon erkelerinin ortalama ömrü ne kadardýr|ortalama ömrü ne kadardýr||NUMERIC|COUNT|77 yýl/77 sene
Japonya arazisinin yüzde kaçý daðlardan oluþur|Japonya arazisinin yüzde kaçý||NUMERIC|PERCENTAGE|%70/70%
Japonya'nýn en yüksek daðlarý hangi adadadýr|hangi adadadýr||ENTITY|OTHERS|Honþu adasýnda
Fuji daðýnýn yüksekliði ne kadardýr|yüksekliði ne kadardýr||NUMERIC|SIZE.HEIGHT|3766 metre
Dünyadaki aktif volkanlarýn kaçta kaçý Japonya'dadýr|aktif volkanlarýn kaçta kaçý||NUMERIC|PERCENTAGE|Yedide biri
Japonya'da yýllýk ortalama deprem sayýsý kaçtýr|deprem sayýsý kaçtýr||NUMERIC|AVERAGE|1500
1955 yýlýnda 5500 kiþinin öldüðü deprem nerede gerçekleþmiþtir|nerede gerçekleþmiþtir||LOCATION|LOCATION|Kobe þehrinde
Japonya hangi iklimin etkisi altýndadýr|hangi iklimin||ENTITY|OTHERS|Muson
Bir ülkenin hemen her bölgesinde ayný kültürel özelliklerin görülmesi ne olarak nitelendirilir|ne olarak nitelendirilir||DESCRIPTION|DEFINITION|Türdeþ nüfus
ABD ikinci dünya savaþýnda hangi þehirlere atom bombasý atmýþtýr|hangi þehirlere||LOCATION|CITY|Hiroþima Nagazaki
Japonya demir çelik üretiminde dünyada kaçýncý sýradadýr|kaçýncý sýradadýr||NUMERIC|COUNT|2
Ýngiltere Avrupa'nýn neresinde yer alýr|neresinde yer alýr||ENTITY|OTHERS|Kuzeybatýsýnda
Baþlangýç meridyeni hangi þehirdedir|hangi þehirdedir||LOCATION|CITY|Londra
Ýngiltere'de kilometrekareye ortalama kaç insan düþer|kaç insan||NUMERIC|AVERAGE|235
Ýngiltere'de yýllýk nüfus artýþý kaçtýr|nüfus artýþý kaçtýr||NUMERIC|PERCENTAGE|Binde iki/0.2%/%0.2
Ýplik makinesini kim icat etmiþtir|kim||HUMAN|INDIVIDUAL|James Hargreaves
Ýplik makinesi kaç yýlýnda icat edilmiþtir|kaç yýlýnda||TEMPORAL|DATE|1764
Su gücüyle çalýþan iplik makinesi kim tarafýndan icat edilmiþtir|kim||HUMAN|INDIVIDUAL|Richard Arkwright
Su gücüyle çalýþan iplik makinesi hangi tarihte icat edilmiþtir|hangi tarihte||TEMPORAL|DATE|1769
Ýngiltere'de demir yolu aðý ne kadardýr|demir yolu aðý ne kadardýr||NUMERIC|SIZE.LENGTH|Yaklaþýk 18 bin km/18000 km/18.000 km
Ýngiltere'nin yýllýk turizm geliri kaç dolardýr|kaç dolardýr||NUMERIC|MONEY|30 Milyar dolar/30.000.000.000 $/30000000000 $
Hindistan'ýn idari þekli nedir|idari þekli||ENTITY|OTHERS|Federal Cumhuriyet
Hindistan hangi sistemle yönetilir|hangi sistemle||ENTITY|OTHERS|Federal Cumhuriyet
Hindistan hangi kuzey enlemlerin arasýndadýr|hangi kuzey enlemlerin||NUMERIC|LATITUDE|60 370
Ýnsanlarýn yaþadýðý doðal ortamlara genel olarak verilen isim nedir|isim||DESCRIPTION|DEFINITION|Çevre
Oluþumunda insanýn etkisi olmayan çevreye ne denir|çevreye denir||DESCRIPTION|DEFINITION|Doðal çevre
Ýnsanýn kendi amaçlarý doðrultusunda deðiþtirmiþ olduðu çevreye ne denir|çevreye denir||DESCRIPTION|DEFINITION|Yapay çevre
Tarih boyunca insanýn doðadan yararlanmasýný hýzlandýran en önemli faktör nedir|faktör||DESCRIPTION|REASON|Sanayi devrimi
Günümüzde doðadan yararlanmamýzý artýran ve hýzlandýran en önemli faktör nedir|faktör||DESCRIPTION|REASON|Teknoloji
Ýnsanlar topraðý iþlemeyi, taþlarý çeþitli amaçlarla kullanmayý ve yer altý kaynaklarýný iþletmeyi yeryüzünün hangi katmanýnda yaparlar|yeryüzünün hangi katmanýnda||ENTITY|SPHERE|Litosfer
Ýnsanlar havayolu ulaþýmýndan yeryüzünün hangi katmanýnda faydalanýrlar|yeryüzünün hangi katmanýnda||ENTITY|SPHERE|Atmosfer
Ýnsanlar sudan çeþitli þekillerde yeryüzünün hangi katmanýnda faydalanýrlar|yeryüzünün hangi katmanýnda||ENTITY|SPHERE|Hidrosfer
Ýnsanlar besin ve iþ gücü kaynaðý olarak yeryüzünün hangi katmanýndan faydalanýrlar|yeryüzünün hangi katmanýndan||ENTITY|SPHERE|Biyosfer
Orta kuþaktaki pek çok insanýn en temel besin maddesi nedir|besin maddesi||DESCRIPTION|DESCRIPTION|Buðday
Ýklimin deðiþmesi en çok hangi ekonomik olayý etkiler|hangi ekonomik olayý||ENTITY|OTHERS|Tarým
Yýl boyunca nemli ve yaðýþlý olan, gür ormanlar ve otlaklarýn bulunduðu yerlerde hangi hayvancýlýk çeþidi geliþmiþtir|hangi hayvancýlýk çeþidi||ENTITY|OTHERS|Büyükbaþ
Yaðýþýn az ve bitki örtüsünün zayýf olduðu yerlerde hangi hayvancýlýk çeþidi geliþmiþtir|hangi hayvancýlýk çeþidi||ENTITY|OTHERS|Küçükbaþ
Tarýmý sýnýrlayan en önemli etmen nedir|etmen||DESCRIPTION|REASON|Ýklim
Ýskandinav yarýmadasý hangi iklim kuþaðýnda yer alýr|hangi iklim kuþaðýnda||ENTITY|OTHERS|Soðuk iklim kuþaðý
Norveç, Ýsveç gibi ülkelerde en önemli geçim kaynaðý nedir|geçim kaynaðý||DESCRIPTION|DEFINITION|Balýkçýlýk
Aðaçlarýn bulunmadýðý kurak bölgelerde en çok hangi yapý malzemesi kullanýlýr|hangi yapý malzemesi||ENTITY|OTHERS|Kerpiç
Deodorant ve zararlý gazlarýn sanayide kullanýmý temel olarak hangi çevre sorununa yol açar|hangi çevre sorununa||ENTITY|OTHERS|Ozon tabakasýnýn incelmesi
Atmosferde toz, duman ve gaz gibi maddelerin insan ve diðer canlýlara zarar verecek kadar yükselmesi olayýna ne denir|yükselmesi olayýna denir||DESCRIPTION|DEFINITION|Hava kirliliði
Hava kirliliðinin oluþmasýndaki baþlýca etken nedir|etken||DESCRIPTION|REASON|Fabrikalar
Ýnsanlar tarafýndan kaynaklanan etkiler sonucunda istenmeyen zararlý maddelerin, suyun niteliðini bozacak kadar yükselmesi olayýna ne denir|yükselmesi olayýna denir||DESCRIPTION|DEFINITION|Su kirliliði
Topraðýn katý, sývý ve radyoaktif maddeler tarafýndan fiziksel ve kimyasal özelliklerinin bozulmasýna ne denir|bozulmasýna denir||DESCRIPTION|DEFINITION|Toprak kirliliði
Uranyum ve toryum gibi elektron yayan maddelerin doðal denge halindeki diðer maddelerin atom yapýlarýný bozmasýna ne denir|bozmasýna denir||DESCRIPTION|DEFINITION|Nükleer kirlilik
Topraðýn yaðýþ sularý ve rüzgarlar tarafýndan aþýndýrýlýp taþýnmasýna ne denir|taþýnmasýna denir||DESCRIPTION|DEFINITION|Erozyon
Atmosfere verilen gazlarýn sera etkisi yaratmasý sonucunda, atmosferin ve okyanuslarýn ortalama sýcaklýklarýnýn artmasýna ne denir|okyanuslarýn ortalama sýcaklýklarýnýn artmasýna denir||DESCRIPTION|DEFINITION|Küresel ýsýnma
Küresel ýsýnmanýn en önemli sonucu nedir|sonucu||DESCRIPTION|EFFECT|Ýklim deðiþikliði
Güneþten gelen mor ötesi ýþýnlarýn büyük bir kýsmýný absorbe eden katman nedir|katman||ENTITY|OTHERS|Ozon tabakasý
Ozon tabakasýnýn incelmesinin en önemli sebebi nedir|sebebi||DESCRIPTION|REASON|Kloroflorokarbon gazlarý
Yeryüzünün altýndaki sýcak sularý enerji kaynaðý olarak kullanan sistemlere ne ad verilir|sistemlere ad||DESCRIPTION|DEFINITION|Jeotermal
Ýnsanýn yaþamý üzerinde etkili olan faktörlerin toplamýna ne denir|faktörlerin toplamýna denir||DESCRIPTION|DEFINITION|Çevre
Belirli bir zamanda sýnýrlarý belli bir alan içerisinde yaþayan insan sayýsýna ne denir|insan sayýsýna denir||DESCRIPTION|DEFINITION|Nüfus
Belirli bir zamanda, bir ülke sýnýrlarý içinde kiþilere yönelik yapýlan demografik, ekonomik ve sosyal verilerin toplanmasý ve bu verilerin deðerlendirilmesi iþlemine ne denir|verilerin toplanmasý ve deðerlendirilmesi iþlemine denir||DESCRIPTION|DEFINITION|Nüfus sayýmý
Osmanlý devletinde ilk nüfus sayýmý hangi padiþah zamanýnda yapýlmýþtýr|hangi padiþah zamanýnda||HUMAN|INDIVIDUAL|2.Mahmut/II. Mahmut/Mahmut II
Osmanlý devletinde ilk nüfus sayýmý ne zaman yapýlmýþtýr|ne zaman yapýlmýþtýr||TEMPORAL|DATE|1831
Çinde ilk modern nüfus sayýmý ne zaman yapýlmýþtýr|ne zaman yapýlmýþtýr||TEMPORAL|DATE|1953
Ýnsanlýk tarihi boyunca Dünya nüfusunda kaç kez büyük artýþ dönemi yaþanmýþtýr|kaç kez||NUMERIC|COUNT|3
M.Ö. 4000 yýlýnda tahmini insan nüfusu ne kadardýr|insan nüfusu ne kadardýr||NUMERIC|SIZE.POPULATION|30.000.000/30 Milyon
Miladi takvimin baþlangýcý olan 0 yýlýnda tahmini dünya nüfusu ne kadardýr|dünya nüfusu ne kadardýr||NUMERIC|SIZE.POPULATION|310.000.000/310 milyon
Sanayi devrimi ile en önemli nüfus artýþý hangi kýtada yaþanmýþtýr|hangi kýtada||LOCATION|CONTINENT|Avrupa
Batý avrupa ülkelerinin fazla göç almasýnýn temel sebebi nedir|temel sebebi||DESCRIPTION|REASON|Sanayi
