Deniz ekosisteminin ortalama derinliği ne kadardır|ortalama derinliği||NUMERIC|SIZE.DEPTH|3700
Suyun litosfer, hidrosfer ve atmosfer arasındaki hareketi ne olarak adlandırılır|hareketi adlandırılır|olarak|DESCRIPTION|DEFINITION|Su döngüsü
Ekosfer kaç büyük ekosistemden oluşur|büyük ekosistemden oluşur|büyük|NUMERIC|COUNT|3
Tundra bölgelerinde en yüksek hava sıcaklığı kaç dereceye ulaşır|dereceye ulaşır||NUMERIC|DEGREE|10 C
Manş tüneli denizin kaç metre altında inşa edilmiştir|metre altında inşa edilmiştir||NUMERIC|SIZE.DEPTH|91 metre
1907 yılında Çin'de meydana gelen kuraklık sonucu kaç kişi açlıktan etkilenmiştir|kişi||NUMERIC|SIZE.POPULATION|24 Milyon
Hindistan’da 1.5 milyon kişinin ölümüyle sonuçlanan kuraklık hangi yıllar arasında olmuştur|yıllar arasında||TEMPORAL|PERIOD|1965 1967
IV. Jeolojik zamanın başlarında Dünya genelinde buzul alanları kaçıncı enleme kadar gelmiştir|kaçıncı enleme||NUMERIC|LATITUDE|500
Barut, pusula, mürekkep, kağıt ve matbaayı icat ederek Dünya medeniyetine önemli katkıda bulunan uygarlık hangisidir|uygarlık|önemli katkıda bulunan |HUMAN|NATION|Çin
Dağıtım neyin tüketiciye ulaştırılmasıdır|Dağıtım ulaştırılmasıdır||DESCRIPTION|DEFINITION|Mal ve Hizmetlerin
Tüketim neyin kullanılmasıdır|Tüketim kullanılmasıdır||DESCRIPTION|DEFINITION|Mal ve Hizmetlerin
Yer yuvarlağındaki iç içe kürelere ne ad verilir|kürelere|iç içe|ENTITY|SPHERE|Geosfer
Yer kabuğunun karalardaki ortalama kalınlığı ne kadardır|ortalama kalınlığı|ortalama|NUMERIC|SIZE.DEPTH|35 Km/40 Km
Yer kabuğunun okyanuslardaki ortalama kalınlığı ne kadardır|ortalama kalınlığı|ortalama|NUMERIC|SIZE.DEPTH|8 Km/12 Km
Granitik kabuğun yoğunluğu ne kadardır|yoğunluğu||NUMERIC|SIZE.DENSITY|2.7 g cm3
Çekirdek tabakanın diğer bir adı nedir|Çekirdek tabakanın adı|diğer|ENTITY|SPHERE|Barisfer
Granit, siyenit, diyorit ve gabro ne tip kayaçlardır|tip kayaçlardır||ENTITY|ENTITY|İç püskürük
Levha tektoniği teorisi kimin teorisinin geliştirilmiş halidir|Levha tektoniği teorisi||HUMAN|INDIVIDUAL|Alfred Wegener
Yeryüzündeki deprem bölgelerinin dağılışı neyle paralellik gösterir|dağılışı neyle paralellik gösterir||DESCRIPTION|DESCRIPTION|Fay hatlarının dağılışı
Dağ oluşumu hareketleri kaç şekilde gerçekleşir|şekilde gerçekleşir||NUMERIC|COUNT|2
Transgresyon ve regresyon hangi hareketler dahilinde incelenir|hareketler||ENTITY|OTHERS|Epirojenik hareketler
Transgresyon kısaca nedir|Transgresyon||DESCRIPTION|DEFINITION|Deniz ilerlemesi
Regresyon kısaca nedir|Regresyon||DESCRIPTION|DEFINITION|Deniz gerilemesi
Dayk, batolit ve sill gibi şekiller magmanın nerede katılaşarak oluşturduğu şekillerdir|magmanın katılaşarak oluşturduğu şekillerdir||LOCATION|LOCATION|Yer kabuğunun iç kısımlarında
Volkanlardan çıkan volkan tüfü, lapilli ve volkan bombası isimlerini neye göre alırlar|volkan tüfü isimlerini alırlar||DESCRIPTION|MANNER|Boyutlarına göre
Rihter ölçeği ne amaçla kullanılır|Rihter ölçeği kullanılır||DESCRIPTION|REASON|Deprem şiddetini ölçmek
Hiposantr depremin nerede oluşturduğu kısımdır|depremin oluşturduğu kısımdır||LOCATION|LOCATION|Yerin içinde
Levha hareketleri sonucunda ortaya çıkan gerilimler neyin kırılmasına neden olur|kırılmasına neden olur||ENTITY|ENTITY|Sert tabakaların
Kaç çeşit deprem dalgası vardır|çeşit||NUMERIC|COUNT|3
Boyuna dalgaların yer kabuğundaki hızları ne kadardır|hızları|yer kabuğundaki|NUMERIC|SPEED|6 km s/7 km s
P dalgalarının manto ile çekirdek arasındaki hızları ne kadardır|hızları|arasındaki|NUMERIC|SPEED|13 km s
En fazla hasara neden olan dalgalar hangileridir|dalgalar|hasara neden olan |ENTITY|OTHERS|L dalgaları
S dalgaları deprem esnasında hangi dalgalardan sonra gelirler|dalgalardan||ENTITY|OTHERS|P dalgalarından
Sismoloji neyle ilgili araştırmaları yapar|Sismoloji araştırmaları yapar||ENTITY|ENTITY|Deprem
Yeryüzündeki depremlerin yüzde kaçı Akdeniz-Himalaya kuşağında meydana gelir|Yeryüzündeki depremlerin yüzde||NUMERIC|PERCENTAGE|21%
Dünyada en az deprem olma olasılığı olan bölgeler nereleridir|bölgeler|en az deprem olma olasılığı olan |LOCATION|REGION|Doğu Avrupa Avustralya İskandinav yarım adası
Normal fay, ters fay dışındaki fay çeşidi hangisidir|fay çeşidi|ters , dışındaki|DESCRIPTION|DEFINITION|Doğrultu atımlı fay
Suyun atmosfer ile yeryüzü arasındaki dönüşüm hareketine ne ad verilir|dönüşüm hareketine|arasındaki|DESCRIPTION|DEFINITION|Su döngüsü
Yeryüzündeki suların yüzde kaçı tatlı sulardan oluşur|Yeryüzündeki suların yüzde||NUMERIC|PERCENTAGE|3%
Denizler ve okyanuslar yeryüzünde ne kadar alan kaplamaktadır|kadar alan||NUMERIC|SIZE.AREA|361 milyon km2/361000000 km2/361.000.000 km2
Dünyadaki okyanus sayısı kaçtır|okyanus sayısı||NUMERIC|COUNT|3
Göl ayağının diğer bir adı nedir|Göl ayağının adı|diğer|ENTITY|OTHERS|Gideğen
Dünyada tektonik göllerin en yoğun olduğu bölge neresidir|bölge neresidir|en yoğun olduğu|LOCATION|REGION|Doğu Afrika
Debi ne cinsinden ifade edilir|Debi ifade edilir||NUMERIC|UNIT|m3/sn
Kayaçların ayrışması kaç şekilde gerçekleşir|şekilde gerçekleşir|şekilde|NUMERIC|COUNT|2
Topraklar oluşum yerlerine göre kaç gruba ayrılır|gruba ayrılır||NUMERIC|COUNT|3
Tundra topraklar hangi bölgelerde görülür|bölgelerde||LOCATION|REGION|Kutuplara yakın
Orta kuşağın nemli ormanlarında yıllık yağış miktarı ne kadardır|yağış miktarı||NUMERIC|SIZE.VOLUME|1000 mm
Akdeniz bölgesinin doğal bitki örtüsü nedir|Akdeniz bölgesinin bitki örtüsü|doğal|ENTITY|OTHERS|Maki
İçinde yer altı suyunun bulunduğu tabakaya ne ad verilir|tabakaya|bulunduğu|ENTITY|OTHERS|Akifer
Nüfusu 10000'in altında olan yerleşkelere ne ad verilir|yerleşkelere||DESCRIPTION|DEFINITION|Kırsal Yerleşke
Kırsal yerleşmeler kaça ayrılır|Kırsal yerleşmeler ayrılır||NUMERIC|COUNT|2
Mezralar daha çok hangi bölgemizde görülür|bölgemizde|daha çok|LOCATION|REGION.LOCAL|Doğu Anadolu Bölgesi
Ülkemizin yüzde kaçı şehirlerde yaşamaktadır|Ülkemizin yüzde||NUMERIC|PERCENTAGE|%76.3
Türkiye'de şehirler fonksiyonlarına göre kaça ayrılırlar|Türkiyede şehirler ayrılırlar||NUMERIC|COUNT|6
Nüfus hangi üç yaş grubunda incelenir|üç yaş grubunda||HUMAN|GROUP|Genç olgun yaşlı
Bir ülkede genç nüfus hangi yaş grubu olarak değerlendirilir|yaş grubu|genç nüfus|NUMERIC|RANGE|0-14 yaş
Türkiye'de nüfusun çoğunlukta olduğu yaş grubu hangisidir|yaş grubu|çoğunlukta olduğu |HUMAN|GROUP|Yetişkin nüfus
Çalışma çağındaki nüfusun taban alındığı yaş nedir|Çalışma çağındaki nüfusun yaş|Çalışma çağındaki , alındığı|NUMERIC|COUNT|12
Türkiye'de ilk periyodik nüfus sayımı ne zaman yapılmıştır|zaman yapılmıştır||TEMPORAL|DATE|1927
Türkiye'de ikinci nüfus sayımı hangi tarihte yapılmıştır|tarihte|ikinci|TEMPORAL|DATE|1935
2007 yılına kadar yapılan nüfus sayımlarında hangi yasak uygulanmıştır|yasak||ENTITY|OTHERS|Sokağa çıkma yasağı
TÜİK neyin kısaltmasıdır|TÜİK kısaltmasıdır||ABBREVIATION|EXPRESSION|Türkiye İstatistik Kurumu
Türkiye İstatistik Kurumunun kısa adı nedir|İstatistik Kurumunun adı|kısa|ABBREVIATION|ABBREVIATION|TÜİK
Cumhuriyetimizin ilk nüfus sayımına göre nüfus ne kadardı|nüfus kadardı||NUMERIC|SIZE.POPULATION|13.6 Milyon/13600000/13.600.000
İç göçler hangi iki ana başlıkla ele alınır|iki ana başlıkla||ENTITY|OTHERS|Sürekli ve geçici
İç göçlerde hangi yaş grubunun etkisi daha fazladır|yaş grubunun||HUMAN|GROUP|15 44
Cumhuriyetin ilk yıllarında ülkenin kaçta kaçı kırsal kesimlerde yaşamaktaydı|ülkenin kaçta kaçı||NUMERIC|PERCENTAGE|Dörtte üçü/75%
İnsan ve insana ait faaliyetleri inceleyen coğrafyanın alt dalının adı nedir|coğrafyanın alt dalının adı|inceleyen|DESCRIPTION|DEFINITION|Beşeri coğrafya
Yeryüzünün insan tarafından değiştirilmiş ve değiştirilmekte olan görünümü, coğrafyanın hangi alt dalı tarafından incelenmektedir|coğrafyanın hangi alt dalı|alt|ENTITY|OTHERS|Beşeri coğrafya
İnsanlara ait ulaşım, sanayi, turizm, nüfuslanma ve yerleşme gibi faaliyetleri coğrafyanın hangi alt dalı konu edinir|coğrafyanın hangi alt dalı||ENTITY|OTHERS|Beşeri coğrafya
Doğa ile insan arasındaki etkileşimi inceleyen bilim dalı hangisidir|Doğa insan bilim dalı|ile , inceleyen|DESCRIPTION|DEFINITION|Coğrafya
Uluslar arası örgütlerin kuruluşu, yapısı ve faaliyetleri hangi coğrafya alt dalının inceleme alanına girmektedir|coğrafya alt dalının||ENTITY|OTHERS|Siyasi coğrafya
İnsanların yaşamlarını sürdürdükleri ve çeşitli ekonomik faaliyetlerde bulundukları bölgeye ne denir|bölgeye|bulundukları|DESCRIPTION|DEFINITION|Yerleşme
Ticaretin öneminin artmasıyla deniz kıyısına kurulan şehirlere ne denir|şehirlere|artmasıyla kurulan|DESCRIPTION|DEFINITION|Liman şehirleri
Devletleşmeyle birlikte gelen merkezi şehirlere ne isim verilir|merkezi şehirlere isim|birlikte gelen , merkezi|DESCRIPTION|DEFINITION|İdari kentler
Peygamberler ve din yayıcılarının yaşadığı yerler etrafında kurulan şehirlere ne denir|şehirlere|kurulan|DESCRIPTION|DEFINITION|Dini kentler
Taş kömürü, demir, petrol ve altın gibi kaynakların etrafına kurulan şehirlere ne isim verilir|şehirlere isim|kurulan|DESCRIPTION|DEFINITION|Maden şehirleri
Sanayileşmenin artmasıyla, maden yataklarının etrafında baş gösteren şehirleşme çeşidi nedir|şehirleşme çeşidi|artmasıyla gösteren|DESCRIPTION|DEFINITION|Sanayi şehirleri
İnsanların yılın belirli vakitleri özellikle gidip gezdiği şehirlere ne ad verilir|şehirlere|özellikle gidip gezdiği|DESCRIPTION|DEFINITION|Turizm kentleri
Son yüzyılda, bilim ve teknolojinin gelişiminde başı çeken şehirlere ne ad verilir|şehirlere|başı çeken|DESCRIPTION|DEFINITION|Teknoloji kentleri
Yerleşmeyi sınırlandıran en önemli faktör nedir|faktör|sınırlandıran , en önemli|DESCRIPTION|REASON|Denizler
Dünyadaki yerleşmeler nerede son bulmaktadır|yerleşmeler son bulmaktadır||LOCATION|LOCATION|Deniz kıyılarında
Kutup bölgelerinde yerleşmeyi sınırlandıran en önemli faktör nedir|faktör|sınırlandıran , en önemli|DESCRIPTION|REASON|Buzul dağları
Yeryüzündeki yerleşmelerin genel olarak kurulduğu yerler nerelerdir|yerler nerelerdir||LOCATION|LOCATION|Ova ve düzlükler
Ulaşımda sınırlayıcı etki yapan en önemli faktör nedir|faktör|en önemli|DESCRIPTION|REASON|Dağlık ve engebeli arazi
Yükseltiye bağlı olarak yerleşimin sona erdiği noktaya ne denir|noktaya|sona erdiği|DESCRIPTION|DEFINITION|Yerleşmenin yükselti sınırı
Ekvatorda kentlerin yükseğe kurulmasının sebebi nedir|kurulmasının sebebi||DESCRIPTION|REASON|Sıcaklığın fazla olması
İnsanların geçimini tarım ve hayvancılıktan sağladığı köylere ve köy altı yerleşmelerine ne denir|köylere ve köy altı yerleşmelerine||DESCRIPTION|DEFINITION|Kırsal yerleşim
Beşeri ve ekonomik nedenlerle köylerden ayrılan daha küçük yerleşim birimlerine ne denir|yerleşim birimlerine|daha küçük|DESCRIPTION|DEFINITION|Köy altı yerleşimi
Kır yerleşmelerinin en büyüğüne ne denir|Kır yerleşmelerinin||DESCRIPTION|DEFINITION|Köy
Köylerdeki nüfus miktarı genelde kaçtır|nüfus miktarı||NUMERIC|SIZE.POPULATION|2000den az
Köy yerleşmelerinin toplu olmasındaki en önemli faktör nedir|faktör|toplu olmasındaki , en önemli|DESCRIPTION|REASON|Doğal faktörler
Çizgisel yerleşim dokusunun oluşmasındaki en önemli faktör nedir|faktör|oluşmasındaki , en önemli|DESCRIPTION|REASON|Yüzey şekilleri
Yer şekillerinin az engebeli olduğu yerlerde görülen yerleşmeye ne ad verilir|yerleşmeye||DESCRIPTION|DEFINITION|Dairesel yerleşme
İnsanların barınma, korunma ve çalışma gibi ihtiyaçlarını karşıladığı tüm yapılara ne denir|yapılara|tüm|DESCRIPTION|DEFINITION|Mesken
Meskenlerin yapımında kullanılan malzemeler üzerinde en çok ne etkilidir|etkilidir||DESCRIPTION|EFFECT|Doğal çevre
Ağaç malzeme kullanılarak ya da ağaçların üst üste konulmasıyla yapılan meskenlere ne denir|meskenlere|Ağaç kullanılarak üst konulmasıyla yapılan|DESCRIPTION|DEFINITION|Ahşap meskenler
Toprak evlerin en yaygın tipi nedir|Toprak evlerin tipi|en yaygın|DESCRIPTION|DEFINITION|Kerpiç
Orman örtüsünün bulunmadığı yüksek yaylalarda ve dağlarda yaygın olan mesken çeşidi nedir|mesken çeşidi|yaygın olan|DESCRIPTION|DEFINITION|Taş mesken
Tuğla, briket, çimento ve gaz beton gibi çeşitli yapı malzemelerinin kullanıldığı yapılara ne ad verilir|yapılara||DESCRIPTION|DEFINITION|Betonarme yapılar
Ekvator kesiminde, meskenlerin bambu ve kamıştan yapılmasının en önemli sebebi nedir|kamıştan yapılmasının sebebi||DESCRIPTION|REASON|Sıcaklık
Kutuplara yakın yerde kar ve buz kullanılarak yapılan meskenlere ne ad verilir|meskenlere|kullanılarak yapılan|DESCRIPTION|DEFINITION|İglo
Yer şekilleri düz ve su kaynakları sınırlı olan bölgelerde görülen yerleşim çeşidi nedir|yerleşim çeşidi|görülen|DESCRIPTION|DEFINITION|Toplu yerleşim
İlk insanlar nereleri mesken olarak seçmişlerdir|insanlar mesken seçmişlerdir||LOCATION|LOCATION|Mağaralar
İlk yerleşim yerlerinin akarsu boylarına kurulmasının temel sebebi nedir|kurulmasının temel sebebi||DESCRIPTION|REASON|Tarım
İnsanların yılın belli bir döneminde gezme, görme ve dinlenme amaçlarına yönelik olarak yaptıkları yer değişikliğine ne ad verilir|yer değişikliğine||DESCRIPTION|DEFINITION|Turizm
Ekvatoral bölgede Amazon ve Kongo havzasında yerleşimin az olmasının sebebi nedir|yerleşimin az olmasının sebebi||DESCRIPTION|REASON|Gür ormanlar
Bir toplumun tarihsel süreç içinde ürettiği ve kuşaktan kuşağa aktardığı her türlü maddi ve manevi özellikler bütününe ne denir|maddi ve manevi özellikler bütününe|maddi ve manevi|DESCRIPTION|DEFINITION|Kültür
Bir kültürün doğduğu yere ne denir|kültürün doğduğu yere|doğduğu|DESCRIPTION|DEFINITION|Kültür ocağı
Türk kültürünün ocağı neresidir|ocağı neresidir||DESCRIPTION|DEFINITION|Orta Asya
Türk kültürü hangi kültürlere komşudur|kültürlere||HUMAN|NATION|Çin Tibet Hint
Sanayi tesislerinde kullanılmak üzere işlenmiş ya da yarı işlenmiş maddelere ne ad verilir|maddelere|işlenmiş ya da yarı işlenmiş |DESCRIPTION|DEFINITION|Ham madde
Dış ticaretin diğer adı nedir|Dış ticaretin adı|diğer|ENTITY|OTHERS|Küresel ticaret
Dünya'daki toplam istihdamın ne kadarı turizm sektöründedir|toplam istihdamın kadarı||NUMERIC|PERCENTAGE|%8/8%
2006 yılında Dünyadaki toplam turist sayısı ne kadar olarak hesaplanmıştır|toplam turist sayısı hesaplanmıştır||NUMERIC|SIZE.POPULATION|842 Milyon/842000000/842.000.000
Dünyanın 7 harikasından günümüze kalan tek eser hangisidir|eser|kalan , tek|DESCRIPTION|DEFINITION|Keops Piramidi
1972 yılındaki Dünya Doğal ve Kültürel Mirası Koruma Konvansiyonu kaç maddeden oluşur|maddeden oluşur||NUMERIC|COUNT|38
ABD Ulusal parkı hangi birlik tarafından koruma altına alınmıştır|birlik||ENTITY|OTHERS|UNESCO
UNESCO'nun açılımı nedir|açılımı||ABBREVIATION|EXPRESSION|Birleşmiş Milletler Eğitim, Bilim ve Kültür Teşkilatı
UNESCO Türkiye'den kaç kültürel varlığı Dünya Miras Listesine eklemiştir|kültürel varlığı eklemiştir|kültürel , kültürel varlığı|NUMERIC|COUNT|10
Artemis Tapınağı nerede kurulmuştur|Artemis Tapınağı kurulmuştur||LOCATION|LOCATION|Efes
Antik çağın en ünlü deniz feneri hangisidir|deniz feneri|en ünlü|DESCRIPTION|DEFINITION|İskenderiye Feneri
Keops Piramidi kaç adet taş bloktan yapılmıştır|adet taş bloktan||NUMERIC|COUNT|3 Milyon/3000000/3.000.000
Japonya'nın yüz ölçümü ne kadardır|yüz ölçümü||NUMERIC|SIZE.AREA|377.815 km2
Japonya'nın nüfusu ne kadardır|Japonyanın nüfusu||NUMERIC|SIZE.POPULATION|127463611/127.463.611
Japonya'nın başkenti neresidir|başkenti neresidir||LOCATION|CAPITAL|Tokyo
Japonya'nın dili nedir|Japonyanın dili||HUMAN|LANGUAGE|Japonca
Japonya'da kişi başına düşen milli gelir ne kadardır|gelir|milli|NUMERIC|MONEY|23.100 $/23100 $
Japon erkelerinin ortalama ömrü ne kadardır|ortalama ömrü||NUMERIC|COUNT|77 yıl/77 sene
Japonya arazisinin yüzde kaçı dağlardan oluşur|Japonya arazisinin yüzde||NUMERIC|PERCENTAGE|%70/70%
Japonya'nın en yüksek dağları hangi adadadır|adadadır||ENTITY|OTHERS|Honşu adasında
Fuji dağının yüksekliği ne kadardır|yüksekliği||NUMERIC|SIZE.HEIGHT|3766 metre
Dünyadaki aktif volkanların kaçta kaçı Japonya'dadır|aktif volkanların kaçta kaçı||NUMERIC|PERCENTAGE|Yedide biri
Japonya'da yıllık ortalama deprem sayısı kaçtır|Japonyada deprem sayısı||NUMERIC|AVERAGE|1500
1955 yılında 5500 kişinin öldüğü deprem nerede gerçekleşmiştir|deprem gerçekleşmiştir||LOCATION|LOCATION|Kobe şehrinde
Japonya hangi iklimin etkisi altındadır|iklimin||ENTITY|OTHERS|Muson
Bir ülkenin hemen her bölgesinde aynı kültürel özelliklerin görülmesi ne olarak nitelendirilir|olarak nitelendirilir||DESCRIPTION|DEFINITION|Türdeş nüfus
ABD ikinci dünya savaşında hangi şehirlere atom bombası atmıştır|şehirlere||LOCATION|CITY|Hiroşima Nagazaki
Japonya demir çelik üretiminde dünyada kaçıncı sıradadır|kaçıncı sıradadır||NUMERIC|COUNT|2
İngiltere Avrupa'nın neresinde yer alır|neresinde yer alır||ENTITY|OTHERS|Kuzeybatısında
Başlangıç meridyeni hangi şehirdedir|şehirdedir||LOCATION|CITY|Londra
İngiltere'de kilometrekareye ortalama kaç insan düşer|insan düşer|ortalama|NUMERIC|AVERAGE|235
İngiltere'de yıllık nüfus artışı kaçtır|İngilterede nüfus artışı||NUMERIC|PERCENTAGE|Binde iki/0.2%/%0.2
İplik makinesini kim icat etmiştir|İplik makinesini icat etmiştir||HUMAN|INDIVIDUAL|James Hargreaves
İplik makinesi kaç yılında icat edilmiştir|yılında icat edilmiştir|yılında|TEMPORAL|DATE|1764
Su gücüyle çalışan iplik makinesi kim tarafından icat edilmiştir|iplik makinesi icat edilmiştir||HUMAN|INDIVIDUAL|Richard Arkwright
Su gücüyle çalışan iplik makinesi hangi tarihte icat edilmiştir|tarihte||TEMPORAL|DATE|1769
İngiltere'de demir yolu ağı ne kadardır|demir yolu ağı||NUMERIC|SIZE.LENGTH|Yaklaşık 18 bin km/18000 km/18.000 km
İngiltere'nin yıllık turizm geliri kaç dolardır|dolardır||NUMERIC|MONEY|30 Milyar dolar/30.000.000.000 $/30000000000 $
Hindistan'ın idari şekli nedir|idari şekli|idari|ENTITY|OTHERS|Federal Cumhuriyet
Hindistan hangi sistemle yönetilir|sistemle||ENTITY|OTHERS|Federal Cumhuriyet
Hindistan hangi kuzey enlemlerin arasındadır|kuzey enlemlerin|kuzey|NUMERIC|LATITUDE|60 370
İnsanların yaşadığı doğal ortamlara genel olarak verilen isim nedir|isim||DESCRIPTION|DEFINITION|Çevre
Oluşumunda insanın etkisi olmayan çevreye ne denir|çevreye|etkisi olmayan|DESCRIPTION|DEFINITION|Doğal çevre
İnsanın kendi amaçları doğrultusunda değiştirmiş olduğu çevreye ne denir|çevreye|değiştirmiş olduğu |DESCRIPTION|DEFINITION|Yapay çevre
Tarih boyunca insanın doğadan yararlanmasını hızlandıran en önemli faktör nedir|faktör|hızlandıran , en önemli|DESCRIPTION|REASON|Sanayi devrimi
Günümüzde doğadan yararlanmamızı artıran ve hızlandıran en önemli faktör nedir|faktör|hızlandıran , en önemli|DESCRIPTION|REASON|Teknoloji
İnsanlar toprağı işlemeyi, taşları çeşitli amaçlarla kullanmayı ve yer altı kaynaklarını işletmeyi yeryüzünün hangi katmanında yaparlar|yeryüzünün katmanında||ENTITY|SPHERE|Litosfer
İnsanlar havayolu ulaşımından yeryüzünün hangi katmanında faydalanırlar|yeryüzünün katmanında||ENTITY|SPHERE|Atmosfer
İnsanlar sudan çeşitli şekillerde yeryüzünün hangi katmanında faydalanırlar|yeryüzünün katmanında||ENTITY|SPHERE|Hidrosfer
İnsanlar besin ve iş gücü kaynağı olarak yeryüzünün hangi katmanından faydalanırlar|yeryüzünün katmanından||ENTITY|SPHERE|Biyosfer
Orta kuşaktaki pek çok insanın en temel besin maddesi nedir|besin maddesi|Orta kuşaktaki , pek , en temel|DESCRIPTION|DESCRIPTION|Buğday
İklimin değişmesi en çok hangi ekonomik olayı etkiler|ekonomik olayı|en , en çok , ekonomik|ENTITY|OTHERS|Tarım
Yıl boyunca nemli ve yağışlı olan, gür ormanlar ve otlakların bulunduğu yerlerde hangi hayvancılık çeşidi gelişmiştir|hayvancılık çeşidi||ENTITY|OTHERS|Büyükbaş
Yağışın az ve bitki örtüsünün zayıf olduğu yerlerde hangi hayvancılık çeşidi gelişmiştir|hayvancılık çeşidi||ENTITY|OTHERS|Küçükbaş
Tarımı sınırlayan en önemli etmen nedir|etmen|sınırlayan , en önemli|DESCRIPTION|REASON|İklim
İskandinav yarımadası hangi iklim kuşağında yer alır|iklim kuşağında||ENTITY|OTHERS|Soğuk iklim kuşağı
Norveç, İsveç gibi ülkelerde en önemli geçim kaynağı nedir|geçim kaynağı|en önemli|DESCRIPTION|DEFINITION|Balıkçılık
Ağaçların bulunmadığı kurak bölgelerde en çok hangi yapı malzemesi kullanılır|yapı malzemesi||ENTITY|OTHERS|Kerpiç
Deodorant ve zararlı gazların sanayide kullanımı temel olarak hangi çevre sorununa yol açar|çevre sorununa||ENTITY|OTHERS|Ozon tabakasının incelmesi
Atmosferde toz, duman ve gaz gibi maddelerin insan ve diğer canlılara zarar verecek kadar yükselmesi olayına ne denir|maddelerin yükselmesi olayına||DESCRIPTION|DEFINITION|Hava kirliliği
Hava kirliliğinin oluşmasındaki başlıca etken nedir|etken|oluşmasındaki , başlıca|DESCRIPTION|REASON|Fabrikalar
İnsanlar tarafından kaynaklanan etkiler sonucunda istenmeyen zararlı maddelerin, suyun niteliğini bozacak kadar yükselmesi olayına ne denir|maddelerin yükselmesi olayına||DESCRIPTION|DEFINITION|Su kirliliği
Toprağın katı, sıvı ve radyoaktif maddeler tarafından fiziksel ve kimyasal özelliklerinin bozulmasına ne denir|Toprağın bozulmasına||DESCRIPTION|DEFINITION|Toprak kirliliği
Uranyum ve toryum gibi elektron yayan maddelerin doğal denge halindeki diğer maddelerin atom yapılarını bozmasına ne denir|bozmasına||DESCRIPTION|DEFINITION|Nükleer kirlilik
Toprağın yağış suları ve rüzgarlar tarafından aşındırılıp taşınmasına ne denir|Toprağın taşınmasına||DESCRIPTION|DEFINITION|Erozyon
Atmosfere verilen gazların sera etkisi yaratması sonucunda, atmosferin ve okyanusların ortalama sıcaklıklarının artmasına ne denir|okyanusların ortalama sıcaklıklarının artmasına||DESCRIPTION|DEFINITION|Küresel ısınma
Küresel ısınmanın en önemli sonucu nedir|sonucu|Küresel , en önemli|DESCRIPTION|EFFECT|İklim değişikliği
Güneşten gelen mor ötesi ışınların büyük bir kısmını absorbe eden katman nedir|katman|büyük , absorbe eden|ENTITY|OTHERS|Ozon tabakası
Ozon tabakasının incelmesinin en önemli sebebi nedir|incelmesinin||DESCRIPTION|REASON|Kloroflorokarbon gazları
Yeryüzünün altındaki sıcak suları enerji kaynağı olarak kullanan sistemlere ne ad verilir|sistemlere|enerji kaynağı olarak kullanan |DESCRIPTION|DEFINITION|Jeotermal
İnsanın yaşamı üzerinde etkili olan faktörlerin toplamına ne denir|faktörlerin toplamına|etkili olan|DESCRIPTION|DEFINITION|Çevre
Belirli bir zamanda sınırları belli bir alan içerisinde yaşayan insan sayısına ne denir|insan sayısına|yaşayan|DESCRIPTION|DEFINITION|Nüfus
Belirli bir zamanda, bir ülke sınırları içinde kişilere yönelik yapılan demografik, ekonomik ve sosyal verilerin toplanması ve bu verilerin değerlendirilmesi işlemine ne denir|verilerin toplanması ve değerlendirilmesi işlemine||DESCRIPTION|DEFINITION|Nüfus sayımı
Osmanlı devletinde ilk nüfus sayımı hangi padişah zamanında yapılmıştır|padişah zamanında||HUMAN|INDIVIDUAL|2.Mahmut/II. Mahmut/Mahmut II
Osmanlı devletinde ilk nüfus sayımı ne zaman yapılmıştır|zaman yapılmıştır||TEMPORAL|DATE|1831
Çinde ilk modern nüfus sayımı ne zaman yapılmıştır|zaman yapılmıştır||TEMPORAL|DATE|1953
İnsanlık tarihi boyunca Dünya nüfusunda kaç kez büyük artış dönemi yaşanmıştır|kez yaşanmıştır|büyük|NUMERIC|COUNT|3
M.Ö. 4000 yılında tahmini insan nüfusu ne kadardır|insan nüfusu|tahmini|NUMERIC|SIZE.POPULATION|30.000.000/30 Milyon
Miladi takvimin başlangıcı olan 0 yılında tahmini dünya nüfusu ne kadardır|dünya nüfusu|tahmini|NUMERIC|SIZE.POPULATION|310.000.000/310 milyon
Sanayi devrimi ile en önemli nüfus artışı hangi kıtada yaşanmıştır|kıtada||LOCATION|CONTINENT|Avrupa
Batı avrupa ülkelerinin fazla göç almasının temel sebebi nedir|göç almasının temel sebebi||DESCRIPTION|REASON|Sanayi
Amerika birleşik devletlerinin doğu kıyılarının fazla göç almasının temel sebebi nedir|göç almasının temel sebebi||DESCRIPTION|REASON|Liman ticareti
Güneydoğu asyanın fazla göç almasının temel sebebi nedir|temel sebebi||DESCRIPTION|REASON|Tarıma elverişlilik
Kutuplara yakın bölgelerde nüfus yoğunluğunun az olmasının en önemli sebebi nedir|nüfus yoğunluğunun|en önemli|DESCRIPTION|REASON|İklim
Yüksek dağlık alanlarda nüfus yoğunluğunun az olmasının en temel sebebi nedir|az olmasının temel sebebi|en temel|DESCRIPTION|REASON|Ulaşımın sınırlı olması
Ekvator bölgesinde nüfuslanmanın az olmasının en temel sebebi nedir|az olmasının temel sebebi|en temel|DESCRIPTION|REASON|Sık ormanlar
